ds,y,humidity,temp,gtrends_allergie,gtrends_pollen allergie,gtrends_heuschnupfen,gtrends_pollen,influenza,pollution_Zurich_no2,pollution_Zurich_o3,pollution_Zurich_pm10,pollution_Zurich_pm25,pollution_Zurich_so2
2022-07-18,2.406324496805258,51.66997354497349,297.40989417989357,219,45,87,85,0.0,4.77142857142857,37.5714285714285,12.7142857142857,1.71428571428571,0.357142857142857
2022-07-25,3.1042048821696584,58.68650793650789,298.7769312169306,84,5,4,41,0.0,5.22857142857142,34.3142857142857,16.7142857142857,2.71428571428571,0.314285714285714
2022-08-01,2.605088146576754,59.79365079365076,295.7030621693116,24,86,93,151,1.0,3.41428571428571,30.8571428571428,10.8571428571428,1.57142857142857,0.271428571428571
2022-08-08,2.2380601056153044,60.67063492063486,297.23509920634865,127,9,24,31,1.0,3.98571428571428,28.9714285714285,10.5714285714285,1.57142857142857,0.271428571428571
2022-08-15,2.741736871415326,56.29100529100526,295.5308002645497,175,4,39,46,3.0,4.15714285714285,35.9571428571428,11.7142857142857,1.71428571428571,0.285714285714285
2022-08-22,2.724012090228631,71.59060846560844,293.6861441798937,151,37,53,127,1.0,5.0,25.3285714285714,10.8571428571428,2.0,0.228571428571428
2022-08-29,1.8821342478886265,65.5562169312169,294.8519312169306,154,22,69,77,2.0,5.81428571428571,27.7,11.5714285714285,2.14285714285714,0.285714285714285
2022-09-05,2.899171096016461,73.92328042328037,293.0160449735445,124,21,123,158,2.0,5.64285714285714,22.7142857142857,10.8571428571428,2.0,0.242857142857142
2022-09-12,4.638496241362603,73.04563492063488,291.820714285714,97,0,107,5,2.0,5.48571428571428,21.3857142857142,8.14285714285714,1.42857142857142,0.228571428571428
2022-09-19,3.8916811585633306,70.6230158730158,289.48042328042277,63,3,80,43,0.0,5.25714285714285,21.5714285714285,7.85714285714285,1.57142857142857,0.214285714285714
2022-09-26,3.4618912202832353,75.97883597883593,286.06041005290956,59,0,8,52,9.0,6.72857142857142,15.4857142857142,9.85714285714285,2.0,0.271428571428571
2022-10-03,4.27392435191672,85.70039682539678,285.4180820105817,141,0,85,53,18.0,5.34285714285714,17.3857142857142,5.85714285714285,1.42857142857142,0.228571428571428
2022-10-10,2.8992691592830946,81.5588624338624,287.996567460317,95,67,0,141,12.0,8.04285714285714,6.42857142857142,13.8571428571428,2.75,0.32
2022-10-17,2.9032254850652746,83.50727513227508,288.30975529100465,72,0,40,46,21.0,7.25714285714285,8.34285714285714,14.5714285714285,2.42857142857142,0.3
